timestamp,splice_id,surface_distance,acoustic_level,edge_deviation,belt_speed,carryback_level,condition
2026-09-05 09:05:45.659585,SPLICE_002,110.45,92.6,12.53,1.0,0.79,CRITICAL
2026-09-05 09:05:47.659585,SPLICE_004,98.07,35.91,1.46,1.4,0.13,NORMAL
2026-09-05 09:05:49.659585,SPLICE_003,99.35,28.16,1.58,1.53,0.08,NORMAL
2026-09-05 09:05:51.659585,SPLICE_002,100.74,34.19,3.29,1.44,0.0,NORMAL
2026-09-05 09:05:53.659585,SPLICE_004,105.71,68.84,2.51,1.42,0.39,WARNING
2026-09-05 09:05:55.659585,SPLICE_005,108.11,57.79,6.28,1.46,0.24,WARNING
2026-09-05 09:05:57.659585,SPLICE_002,99.32,26.86,3.23,1.52,0.18,NORMAL
2026-09-05 09:05:59.659585,SPLICE_001,106.07,36.78,6.75,1.36,0.27,WARNING
2026-09-05 09:06:01.659585,SPLICE_002,98.97,40.62,0.77,1.49,0.19,NORMAL
2026-09-05 09:06:03.659585,SPLICE_001,106.26,43.05,7.8,1.57,0.57,WARNING
2026-09-05 09:06:05.659585,SPLICE_002,98.67,18.79,2.21,1.46,0.06,NORMAL
2026-09-05 09:06:07.659585,SPLICE_004,100.32,23.9,1.2,1.5,0.14,NORMAL
2026-09-05 09:06:09.659585,SPLICE_001,97.65,32.34,3.78,1.49,0.11,NORMAL
2026-09-05 09:06:11.659585,SPLICE_003,106.89,75.45,17.44,1.22,0.87,CRITICAL
2026-09-05 09:06:13.659585,SPLICE_001,99.85,26.05,3.02,1.48,0.08,NORMAL
2026-09-05 09:06:15.659585,SPLICE_001,104.05,25.54,0.75,1.52,0.07,NORMAL
2026-09-05 09:06:17.659585,SPLICE_004,104.71,38.04,5.53,1.37,0.26,WARNING
2026-09-05 09:06:19.659585,SPLICE_001,114.84,79.83,20.56,1.4,0.93,CRITICAL
2026-09-05 09:06:21.659585,SPLICE_003,100.02,25.1,2.74,1.58,0.17,NORMAL
2026-09-05 09:06:23.659585,SPLICE_004,100.42,27.66,0.26,1.53,0.07,NORMAL
2026-09-05 09:06:25.659585,SPLICE_005,101.71,31.32,3.31,1.5,0.08,NORMAL
2026-09-05 09:06:27.659585,SPLICE_004,99.72,27.37,3.25,1.45,0.15,NORMAL
2026-09-05 09:06:29.659585,SPLICE_004,100.73,21.39,1.64,1.44,0.07,NORMAL
2026-09-05 09:06:31.659585,SPLICE_002,100.1,37.35,2.38,1.47,0.08,NORMAL
2026-09-05 09:06:33.659585,SPLICE_002,98.53,23.0,0.15,1.5,0.05,NORMAL
2026-09-05 09:06:35.659585,SPLICE_004,105.23,54.57,5.78,1.45,0.22,WARNING
2026-09-05 09:06:37.659585,SPLICE_001,102.38,33.34,1.97,1.57,0.04,NORMAL
2026-09-05 09:06:39.659585,SPLICE_005,101.78,35.29,2.37,1.49,0.02,NORMAL
2026-09-05 09:06:41.659585,SPLICE_003,100.79,30.85,1.15,1.53,0.09,NORMAL
2026-09-05 09:06:43.659585,SPLICE_005,99.65,26.61,1.33,1.57,0.07,NORMAL
2026-09-05 09:06:45.659585,SPLICE_001,101.99,31.27,1.87,1.47,0.03,NORMAL
2026-09-05 09:06:47.659585,SPLICE_002,98.72,31.59,0.76,1.55,0.04,NORMAL
2026-09-05 09:06:49.659585,SPLICE_005,99.25,29.76,2.24,1.32,0.06,NORMAL
2026-09-05 09:06:51.659585,SPLICE_005,105.04,47.36,9.19,1.47,0.41,WARNING
2026-09-05 09:06:53.659585,SPLICE_004,102.06,58.15,5.4,1.35,0.3,WARNING
2026-09-05 09:06:55.659585,SPLICE_003,100.22,22.31,2.65,1.5,0.04,NORMAL
2026-09-05 09:06:57.659585,SPLICE_004,102.2,32.46,0.39,1.52,0.05,NORMAL
2026-09-05 09:06:59.659585,SPLICE_005,101.42,25.15,1.77,1.57,0.14,NORMAL
2026-09-05 09:07:01.659585,SPLICE_004,97.8,28.19,3.44,1.41,0.19,NORMAL
2026-09-05 09:07:03.659585,SPLICE_001,100.03,26.16,2.1,1.4,0.0,NORMAL
2026-09-05 09:07:05.659585,SPLICE_002,101.89,27.24,0.13,1.6,0.06,NORMAL
2026-09-05 09:07:07.659585,SPLICE_003,98.25,22.44,0.05,1.44,0.17,NORMAL
2026-09-05 09:07:09.659585,SPLICE_004,103.04,19.32,2.76,1.46,0.11,NORMAL
2026-09-05 09:07:11.659585,SPLICE_005,117.86,91.29,17.8,1.06,0.92,CRITICAL
2026-09-05 09:07:13.659585,SPLICE_002,97.94,27.58,2.0,1.5,0.07,NORMAL
2026-09-05 09:07:15.659585,SPLICE_002,97.34,31.17,1.58,1.53,0.05,NORMAL
2026-09-05 09:07:17.659585,SPLICE_001,105.36,26.19,5.6,1.31,0.27,WARNING
2026-09-05 09:07:19.659585,SPLICE_002,101.88,33.8,3.8,1.48,0.15,NORMAL
2026-09-05 09:07:21.659585,SPLICE_004,99.0,32.72,1.77,1.49,0.03,NORMAL
2026-09-05 09:07:23.659585,SPLICE_002,99.6,38.26,2.7,1.54,0.12,NORMAL
2026-09-05 09:07:25.659585,SPLICE_005,102.06,22.96,2.44,1.54,0.05,NORMAL
2026-09-05 09:07:27.659585,SPLICE_003,120.07,91.52,14.22,1.28,0.64,CRITICAL
2026-09-05 09:07:29.659585,SPLICE_001,110.73,54.62,5.55,1.31,0.3,WARNING
2026-09-05 09:07:31.659585,SPLICE_003,118.77,86.34,17.31,1.02,0.9,CRITICAL
2026-09-05 09:07:33.659585,SPLICE_005,98.57,35.89,1.7,1.44,0.16,NORMAL
2026-09-05 09:07:35.659585,SPLICE_002,112.6,38.5,3.91,1.53,0.36,WARNING
2026-09-05 09:07:37.659585,SPLICE_004,100.75,30.83,3.54,1.51,0.02,NORMAL
2026-09-05 09:07:39.659585,SPLICE_002,100.02,22.59,1.66,1.5,0.05,NORMAL
2026-09-05 09:07:41.659585,SPLICE_001,105.42,32.6,2.21,1.53,0.08,NORMAL
2026-09-05 09:07:43.659585,SPLICE_005,99.31,28.59,2.64,1.59,0.16,NORMAL
2026-09-05 09:07:45.659585,SPLICE_005,101.46,36.96,2.02,1.52,0.02,NORMAL
2026-09-05 09:07:47.659585,SPLICE_003,112.34,92.04,18.19,1.44,0.78,CRITICAL
2026-09-05 09:07:49.659585,SPLICE_002,101.78,44.62,9.63,1.47,0.47,WARNING
2026-09-05 09:07:51.659585,SPLICE_003,105.91,43.63,6.76,1.55,0.41,WARNING
2026-09-05 09:07:53.659585,SPLICE_003,101.39,35.83,2.89,1.49,0.03,NORMAL
2026-09-05 09:07:55.659585,SPLICE_002,101.64,25.44,2.34,1.51,0.2,NORMAL
2026-09-05 09:07:57.659585,SPLICE_002,109.12,46.85,6.54,1.31,0.54,WARNING
2026-09-05 09:07:59.659585,SPLICE_005,109.62,40.96,11.44,1.41,0.59,WARNING
2026-09-05 09:08:01.659585,SPLICE_001,100.21,26.81,1.94,1.56,0.02,NORMAL
2026-09-05 09:08:03.659585,SPLICE_004,96.18,33.44,2.19,1.49,0.1,NORMAL
2026-09-05 09:08:05.659585,SPLICE_003,97.32,28.4,2.14,1.41,0.05,NORMAL
2026-09-05 09:08:07.659585,SPLICE_002,117.26,71.76,20.68,1.08,0.82,CRITICAL
2026-09-05 09:08:09.659585,SPLICE_004,110.92,39.62,8.15,1.38,0.22,WARNING
2026-09-05 09:08:11.659585,SPLICE_004,101.44,31.6,1.48,1.53,0.06,NORMAL
2026-09-05 09:08:13.659585,SPLICE_002,104.65,56.87,8.2,1.49,0.49,WARNING
2026-09-05 09:08:15.659585,SPLICE_005,100.59,27.31,2.94,1.53,0.01,NORMAL
2026-09-05 09:08:17.659585,SPLICE_005,105.82,53.23,7.38,1.29,0.57,WARNING
2026-09-05 09:08:19.659585,SPLICE_002,102.17,28.29,1.0,1.61,0.19,NORMAL
2026-09-05 09:08:21.659585,SPLICE_002,99.45,28.19,1.94,1.48,0.06,NORMAL
2026-09-05 09:08:23.659585,SPLICE_003,100.56,34.93,2.65,1.62,0.02,NORMAL
2026-09-05 09:08:25.659585,SPLICE_001,111.75,81.73,23.01,1.15,0.95,CRITICAL
2026-09-05 09:08:27.659585,SPLICE_005,97.47,34.84,1.19,1.44,0.05,NORMAL
2026-09-05 09:08:29.659585,SPLICE_005,94.3,32.72,4.05,1.51,0.08,NORMAL
2026-09-05 09:08:31.659585,SPLICE_005,98.63,27.44,3.27,1.46,0.15,NORMAL
2026-09-05 09:08:33.659585,SPLICE_005,97.69,33.63,3.53,1.6,0.1,NORMAL
2026-09-05 09:08:35.659585,SPLICE_005,99.02,44.93,3.71,1.53,0.02,NORMAL
2026-09-05 09:08:37.659585,SPLICE_004,98.84,32.0,0.68,1.49,0.1,NORMAL
2026-09-05 09:08:39.659585,SPLICE_001,97.17,36.51,0.39,1.54,0.18,NORMAL
2026-09-05 09:08:41.659585,SPLICE_003,100.33,35.3,0.81,1.45,0.01,NORMAL
2026-09-05 09:08:43.659585,SPLICE_001,105.38,65.57,6.34,1.2,0.53,WARNING
2026-09-05 09:08:45.659585,SPLICE_003,97.32,27.57,0.51,1.44,0.04,NORMAL
2026-09-05 09:08:47.659585,SPLICE_003,98.95,42.03,3.26,1.53,0.15,NORMAL
2026-09-05 09:08:49.659585,SPLICE_001,100.67,32.82,1.79,1.53,0.1,NORMAL
2026-09-05 09:08:51.659585,SPLICE_001,104.89,53.08,5.5,1.34,0.21,WARNING
2026-09-05 09:08:53.659585,SPLICE_001,98.62,32.34,3.31,1.56,0.0,NORMAL
2026-09-05 09:08:55.659585,SPLICE_004,116.5,92.42,18.04,1.16,0.72,CRITICAL
2026-09-05 09:08:57.659585,SPLICE_004,98.19,30.71,2.31,1.43,0.15,NORMAL
2026-09-05 09:08:59.659585,SPLICE_004,97.33,32.97,2.91,1.5,0.08,NORMAL
2026-09-05 09:09:01.659585,SPLICE_004,95.56,42.09,3.5,1.49,0.11,NORMAL
2026-09-05 09:09:03.659585,SPLICE_004,102.62,48.17,7.18,1.35,0.29,WARNING
2026-09-05 09:09:05.659585,SPLICE_005,100.82,25.29,3.12,1.54,0.1,NORMAL
2026-09-05 09:09:07.659585,SPLICE_002,101.02,35.77,1.14,1.47,0.09,NORMAL
2026-09-05 09:09:09.659585,SPLICE_001,110.06,71.8,6.92,1.62,0.21,WARNING
2026-09-05 09:09:11.659585,SPLICE_001,103.01,33.91,3.49,1.48,0.05,NORMAL
2026-09-05 09:09:13.659585,SPLICE_003,98.88,27.7,3.03,1.48,0.17,NORMAL
2026-09-05 09:09:15.659585,SPLICE_001,102.68,21.2,1.06,1.54,0.03,NORMAL
2026-09-05 09:09:17.659585,SPLICE_002,106.24,57.57,5.02,1.47,0.3,WARNING
2026-09-05 09:09:19.659585,SPLICE_002,99.96,56.06,5.95,1.33,0.21,WARNING
2026-09-05 09:09:21.659585,SPLICE_005,114.64,103.89,15.95,1.07,0.64,CRITICAL
2026-09-05 09:09:23.659585,SPLICE_001,100.92,28.53,1.64,1.51,0.16,NORMAL
2026-09-05 09:09:25.659585,SPLICE_005,109.63,54.81,10.28,1.49,0.6,WARNING
2026-09-05 09:09:27.659585,SPLICE_001,101.22,23.41,1.44,1.5,0.0,NORMAL
2026-09-05 09:09:29.659585,SPLICE_002,100.65,25.82,3.65,1.6,0.01,NORMAL
2026-09-05 09:09:31.659585,SPLICE_004,101.6,29.71,3.64,1.43,0.16,NORMAL
2026-09-05 09:09:33.659585,SPLICE_001,100.2,37.49,1.69,1.55,0.18,NORMAL
2026-09-05 09:09:35.659585,SPLICE_002,98.4,25.26,0.56,1.48,0.05,NORMAL
2026-09-05 09:09:37.659585,SPLICE_005,112.36,62.82,2.23,1.34,0.57,WARNING
2026-09-05 09:09:39.659585,SPLICE_005,99.56,24.96,1.97,1.39,0.09,NORMAL
2026-09-05 09:09:41.659585,SPLICE_003,97.72,30.3,0.37,1.5,0.04,NORMAL
2026-09-05 09:09:43.659585,SPLICE_001,103.85,24.48,2.91,1.56,0.09,NORMAL
2026-09-05 09:09:45.659585,SPLICE_005,96.89,22.98,1.92,1.61,0.17,NORMAL
2026-09-05 09:09:47.659585,SPLICE_004,99.88,30.35,2.34,1.45,0.06,NORMAL
2026-09-05 09:09:49.659585,SPLICE_003,101.91,33.95,1.37,1.46,0.1,NORMAL
2026-09-05 09:09:51.659585,SPLICE_001,98.94,25.52,1.09,1.48,0.04,NORMAL
2026-09-05 09:09:53.659585,SPLICE_005,98.92,32.33,2.08,1.49,0.2,NORMAL
2026-09-05 09:09:55.659585,SPLICE_001,98.44,28.28,2.86,1.51,0.16,NORMAL
2026-09-05 09:09:57.659585,SPLICE_002,96.99,34.98,1.12,1.5,0.14,NORMAL
2026-09-05 09:09:59.659585,SPLICE_001,103.62,32.0,1.4,1.53,0.05,NORMAL
2026-09-05 09:10:01.659585,SPLICE_001,95.86,30.77,1.92,1.56,0.16,NORMAL
2026-09-05 09:10:03.659585,SPLICE_004,102.88,32.12,2.97,1.48,0.05,NORMAL
2026-09-05 09:10:05.659585,SPLICE_003,97.08,31.18,0.02,1.49,0.05,NORMAL
2026-09-05 09:10:07.659585,SPLICE_005,101.32,29.26,2.03,1.49,0.1,NORMAL
2026-09-05 09:10:09.659585,SPLICE_003,109.46,64.3,7.87,1.42,0.53,WARNING
2026-09-05 09:10:11.659585,SPLICE_003,99.93,27.08,0.38,1.46,0.09,NORMAL
2026-09-05 09:10:13.659585,SPLICE_001,97.69,20.1,1.96,1.54,0.12,NORMAL
2026-09-05 09:10:15.659585,SPLICE_004,99.1,35.31,0.07,1.43,0.07,NORMAL
2026-09-05 09:10:17.659585,SPLICE_003,98.22,29.2,0.99,1.52,0.1,NORMAL
2026-09-05 09:10:19.659585,SPLICE_002,105.45,71.2,6.15,1.39,0.54,WARNING
2026-09-05 09:10:21.659585,SPLICE_001,101.76,25.27,1.82,1.51,0.18,NORMAL
2026-09-05 09:10:23.659585,SPLICE_003,106.3,53.29,3.38,1.66,0.29,WARNING
2026-09-05 09:10:25.659585,SPLICE_004,110.46,91.04,8.53,1.25,0.98,CRITICAL
2026-09-05 09:10:27.659585,SPLICE_005,99.01,22.59,1.95,1.42,0.17,NORMAL
2026-09-05 09:10:29.659585,SPLICE_001,107.88,68.32,7.53,1.34,0.27,WARNING
2026-09-05 09:10:31.659585,SPLICE_005,98.62,33.94,0.19,1.45,0.17,NORMAL
2026-09-05 09:10:33.659585,SPLICE_005,100.36,24.82,2.44,1.46,0.18,NORMAL
2026-09-05 09:10:35.659585,SPLICE_004,98.98,16.02,2.04,1.54,0.1,NORMAL
2026-09-05 09:10:37.659585,SPLICE_002,103.49,33.61,1.25,1.49,0.16,NORMAL
2026-09-05 09:10:39.659585,SPLICE_001,98.38,28.76,2.88,1.52,0.18,NORMAL
2026-09-05 09:10:41.659585,SPLICE_001,99.06,35.61,3.6,1.58,0.07,NORMAL
2026-09-05 09:10:43.659585,SPLICE_005,106.02,62.37,7.2,1.4,0.4,WARNING
2026-09-05 09:10:45.659585,SPLICE_005,100.11,23.37,2.56,1.53,0.16,NORMAL
2026-09-05 09:10:47.659585,SPLICE_004,97.97,34.29,1.69,1.49,0.2,NORMAL
2026-09-05 09:10:49.659585,SPLICE_002,115.54,94.98,17.57,1.51,0.62,CRITICAL
2026-09-05 09:10:51.659585,SPLICE_002,100.07,38.43,2.04,1.61,0.1,NORMAL
2026-09-05 09:10:53.659585,SPLICE_004,98.92,25.99,1.6,1.48,0.19,NORMAL
2026-09-05 09:10:55.659585,SPLICE_004,99.05,26.44,3.73,1.57,0.03,NORMAL
2026-09-05 09:10:57.659585,SPLICE_002,107.87,60.13,5.43,1.3,0.58,WARNING
2026-09-05 09:10:59.659585,SPLICE_003,101.08,34.46,1.85,1.46,0.11,NORMAL
2026-09-05 09:11:01.659585,SPLICE_001,99.56,23.34,0.35,1.55,0.16,NORMAL
2026-09-05 09:11:03.659585,SPLICE_005,99.05,34.57,1.74,1.51,0.02,NORMAL
2026-09-05 09:11:05.659585,SPLICE_003,104.7,72.49,6.51,1.47,0.31,WARNING
2026-09-05 09:11:07.659585,SPLICE_005,93.77,30.26,3.3,1.45,0.15,NORMAL
2026-09-05 09:11:09.659585,SPLICE_001,108.74,47.1,10.23,1.3,0.39,WARNING
2026-09-05 09:11:11.659585,SPLICE_005,96.73,28.65,1.85,1.5,0.1,NORMAL
2026-09-05 09:11:13.659585,SPLICE_004,106.75,33.38,1.59,1.45,0.08,NORMAL
2026-09-05 09:11:15.659585,SPLICE_002,102.34,27.27,4.6,1.54,0.17,NORMAL
2026-09-05 09:11:17.659585,SPLICE_005,99.35,31.34,1.48,1.59,0.06,NORMAL
2026-09-05 09:11:19.659585,SPLICE_001,114.91,78.52,9.86,1.09,0.88,CRITICAL
2026-09-05 09:11:21.659585,SPLICE_005,103.75,61.34,4.05,1.51,0.3,WARNING
2026-09-05 09:11:23.659585,SPLICE_003,106.93,46.96,7.22,1.27,0.44,WARNING
2026-09-05 09:11:25.659585,SPLICE_003,103.41,64.08,6.37,1.54,0.38,WARNING
2026-09-05 09:11:27.659585,SPLICE_003,103.68,30.56,1.39,1.48,0.11,NORMAL
2026-09-05 09:11:29.659585,SPLICE_004,98.73,20.47,1.91,1.61,0.12,NORMAL
2026-09-05 09:11:31.659585,SPLICE_004,103.33,31.54,2.31,1.59,0.14,NORMAL
2026-09-05 09:11:33.659585,SPLICE_003,99.63,35.16,3.45,1.48,0.12,NORMAL
2026-09-05 09:11:35.659585,SPLICE_005,100.26,27.04,0.16,1.46,0.02,NORMAL
2026-09-05 09:11:37.659585,SPLICE_004,98.19,43.49,2.24,1.46,0.15,NORMAL
2026-09-05 09:11:39.659585,SPLICE_003,100.57,30.94,2.55,1.49,0.17,NORMAL
2026-09-05 09:11:41.659585,SPLICE_001,103.52,51.06,2.98,1.27,0.43,WARNING
2026-09-05 09:11:43.659585,SPLICE_003,110.55,59.05,5.06,1.4,0.54,WARNING
2026-09-05 09:11:45.659585,SPLICE_001,99.68,28.78,2.06,1.49,0.17,NORMAL
2026-09-05 09:11:47.659585,SPLICE_003,101.49,29.43,3.76,1.56,0.17,NORMAL
2026-09-05 09:11:49.659585,SPLICE_004,103.09,44.18,7.3,1.38,0.36,WARNING
2026-09-05 09:11:51.659585,SPLICE_001,114.93,87.6,20.6,1.58,0.73,CRITICAL
2026-09-05 09:11:53.659585,SPLICE_002,99.25,31.58,2.58,1.56,0.08,NORMAL
2026-09-05 09:11:55.659585,SPLICE_004,107.84,51.65,7.87,1.58,0.44,WARNING
2026-09-05 09:11:57.659585,SPLICE_003,99.89,25.55,1.44,1.47,0.13,NORMAL
2026-09-05 09:11:59.659585,SPLICE_004,99.63,34.0,2.59,1.44,0.17,NORMAL
2026-09-05 09:12:01.659585,SPLICE_001,101.14,31.91,3.63,1.51,0.03,NORMAL
2026-09-05 09:12:03.659585,SPLICE_002,109.17,68.99,18.12,1.2,0.95,CRITICAL
2026-09-05 09:12:05.659585,SPLICE_004,105.45,53.35,4.27,1.31,0.45,WARNING
2026-09-05 09:12:07.659585,SPLICE_005,108.98,58.61,4.08,1.41,0.41,WARNING
2026-09-05 09:12:09.659585,SPLICE_001,103.26,31.85,1.41,1.44,0.07,NORMAL
2026-09-05 09:12:11.659585,SPLICE_002,99.87,32.76,2.81,1.54,0.05,NORMAL
2026-09-05 09:12:13.659585,SPLICE_005,101.85,30.84,2.68,1.5,0.04,NORMAL
2026-09-05 09:12:15.659585,SPLICE_005,107.33,56.46,7.66,1.43,0.43,WARNING
2026-09-05 09:12:17.659585,SPLICE_001,101.25,29.15,3.35,1.38,0.09,NORMAL
2026-09-05 09:12:19.659585,SPLICE_002,102.53,75.33,11.24,1.27,0.26,WARNING
2026-09-05 09:12:21.659585,SPLICE_002,98.84,31.48,1.94,1.5,0.04,NORMAL
2026-09-05 09:12:23.659585,SPLICE_001,117.24,88.25,10.19,1.27,0.71,CRITICAL
2026-09-05 09:12:25.659585,SPLICE_002,101.23,29.84,2.83,1.45,0.09,NORMAL
2026-09-05 09:12:27.659585,SPLICE_004,99.2,20.82,2.81,1.45,0.01,NORMAL
2026-09-05 09:12:29.659585,SPLICE_001,100.32,30.97,1.98,1.53,0.15,NORMAL
2026-09-05 09:12:31.659585,SPLICE_002,97.71,27.66,0.77,1.49,0.2,NORMAL
2026-09-05 09:12:33.659585,SPLICE_005,100.38,25.74,2.67,1.61,0.13,NORMAL
2026-09-05 09:12:35.659585,SPLICE_004,100.29,25.01,2.27,1.49,0.15,NORMAL
2026-09-05 09:12:37.659585,SPLICE_003,98.23,26.88,0.9,1.54,0.1,NORMAL
2026-09-05 09:12:39.659585,SPLICE_003,107.01,60.41,3.76,1.27,0.38,WARNING
2026-09-05 09:12:41.659585,SPLICE_001,100.92,24.48,2.99,1.48,0.15,NORMAL
2026-09-05 09:12:43.659585,SPLICE_004,96.82,36.47,2.65,1.47,0.1,NORMAL
2026-09-05 09:12:45.659585,SPLICE_005,104.02,50.24,7.96,1.34,0.29,WARNING
2026-09-05 09:12:47.659585,SPLICE_002,98.2,66.44,9.0,1.42,0.55,WARNING
2026-09-05 09:12:49.659585,SPLICE_002,99.36,29.84,3.91,1.43,0.11,NORMAL
2026-09-05 09:12:51.659585,SPLICE_003,98.06,32.12,0.91,1.53,0.15,NORMAL
2026-09-05 09:12:53.659585,SPLICE_005,102.53,25.14,1.89,1.47,0.14,NORMAL
2026-09-05 09:12:55.659585,SPLICE_001,101.37,26.83,3.2,1.59,0.07,NORMAL
2026-09-05 09:12:57.659585,SPLICE_002,105.01,27.74,3.9,1.49,0.09,NORMAL
2026-09-05 09:12:59.659585,SPLICE_005,104.18,49.95,8.56,1.47,0.28,WARNING
2026-09-05 09:13:01.659585,SPLICE_002,100.01,32.92,2.24,1.52,0.14,NORMAL
2026-09-05 09:13:03.659585,SPLICE_003,109.45,50.01,9.07,1.35,0.25,WARNING
2026-09-05 09:13:05.659585,SPLICE_003,99.01,24.92,0.26,1.45,0.15,NORMAL
2026-09-05 09:13:07.659585,SPLICE_004,105.19,49.15,6.49,1.35,0.35,WARNING
2026-09-05 09:13:09.659585,SPLICE_004,100.96,36.92,3.27,1.54,0.02,NORMAL
2026-09-05 09:13:11.659585,SPLICE_004,101.04,34.21,2.94,1.51,0.14,NORMAL
2026-09-05 09:13:13.659585,SPLICE_005,105.04,44.1,5.63,1.4,0.58,WARNING
2026-09-05 09:13:15.659585,SPLICE_004,100.78,26.33,1.54,1.5,0.18,NORMAL
2026-09-05 09:13:17.659585,SPLICE_001,100.16,35.89,1.56,1.48,0.07,NORMAL
2026-09-05 09:13:19.659585,SPLICE_003,100.09,21.55,2.08,1.52,0.18,NORMAL
2026-09-05 09:13:21.659585,SPLICE_005,99.3,40.74,1.91,1.56,0.17,NORMAL
2026-09-05 09:13:23.659585,SPLICE_003,98.6,28.04,2.27,1.55,0.18,NORMAL
2026-09-05 09:13:25.659585,SPLICE_004,95.29,30.09,3.23,1.53,0.06,NORMAL
2026-09-05 09:13:27.659585,SPLICE_003,103.53,32.4,2.25,1.49,0.12,NORMAL
2026-09-05 09:13:29.659585,SPLICE_003,99.71,32.03,2.02,1.45,0.02,NORMAL
2026-09-05 09:13:31.659585,SPLICE_003,100.32,38.17,1.4,1.49,0.12,NORMAL
2026-09-05 09:13:33.659585,SPLICE_005,101.14,60.04,6.47,1.46,0.38,WARNING
2026-09-05 09:13:35.659585,SPLICE_001,103.22,55.81,6.64,1.46,0.23,WARNING
2026-09-05 09:13:37.659585,SPLICE_005,102.91,21.82,3.94,1.51,0.01,NORMAL
2026-09-05 09:13:39.659585,SPLICE_003,101.69,27.14,3.27,1.42,0.03,NORMAL
2026-09-05 09:13:41.659585,SPLICE_001,99.23,26.19,4.59,1.52,0.16,NORMAL
2026-09-05 09:13:43.659585,SPLICE_003,102.25,38.07,1.26,1.38,0.08,NORMAL
2026-09-05 09:13:45.659585,SPLICE_004,99.08,32.91,2.22,1.49,0.17,NORMAL
2026-09-05 09:13:47.659585,SPLICE_001,104.93,29.46,2.95,1.45,0.12,NORMAL
2026-09-05 09:13:49.659585,SPLICE_005,103.63,60.54,6.43,1.52,0.43,WARNING
2026-09-05 09:13:51.659585,SPLICE_003,102.31,50.66,6.29,1.55,0.28,WARNING
2026-09-05 09:13:53.659585,SPLICE_002,103.03,35.73,0.89,1.44,0.07,NORMAL
2026-09-05 09:13:55.659585,SPLICE_004,113.0,86.63,12.12,1.31,0.63,CRITICAL
2026-09-05 09:13:57.659585,SPLICE_003,103.23,26.15,3.14,1.51,0.06,NORMAL
2026-09-05 09:13:59.659585,SPLICE_002,100.64,78.13,8.59,1.37,0.27,WARNING
2026-09-05 09:14:01.659585,SPLICE_005,100.49,24.37,0.91,1.53,0.08,NORMAL
2026-09-05 09:14:03.659585,SPLICE_001,102.39,34.19,2.71,1.5,0.15,NORMAL
2026-09-05 09:14:05.659585,SPLICE_003,112.92,43.81,8.59,1.57,0.55,WARNING
2026-09-05 09:14:07.659585,SPLICE_005,101.89,47.16,9.29,1.53,0.45,WARNING
2026-09-05 09:14:09.659585,SPLICE_002,114.66,96.94,13.63,1.34,0.97,CRITICAL
2026-09-05 09:14:11.659585,SPLICE_003,97.89,34.32,3.28,1.62,0.03,NORMAL
2026-09-05 09:14:13.659585,SPLICE_002,96.63,34.16,2.87,1.52,0.14,NORMAL
2026-09-05 09:14:15.659585,SPLICE_003,100.39,18.87,2.23,1.5,0.05,NORMAL
2026-09-05 09:14:17.659585,SPLICE_003,101.02,31.01,2.53,1.49,0.14,NORMAL
2026-09-05 09:14:19.659585,SPLICE_005,94.15,24.28,0.86,1.51,0.09,NORMAL
2026-09-05 09:14:21.659585,SPLICE_001,103.18,27.06,0.56,1.53,0.18,NORMAL
2026-09-05 09:14:23.659585,SPLICE_005,100.78,37.23,2.47,1.51,0.14,NORMAL
2026-09-05 09:14:25.659585,SPLICE_005,102.83,25.63,1.89,1.48,0.08,NORMAL
2026-09-05 09:14:27.659585,SPLICE_002,100.74,25.6,3.09,1.42,0.19,NORMAL
2026-09-05 09:14:29.659585,SPLICE_004,101.05,26.0,1.69,1.51,0.17,NORMAL
2026-09-05 09:14:31.659585,SPLICE_004,100.24,19.5,0.28,1.51,0.18,NORMAL
2026-09-05 09:14:33.659585,SPLICE_002,99.1,29.35,2.29,1.41,0.08,NORMAL
2026-09-05 09:14:35.659585,SPLICE_002,98.7,28.01,0.93,1.42,0.12,NORMAL
2026-09-05 09:14:37.659585,SPLICE_005,103.75,67.16,7.26,1.49,0.38,WARNING
2026-09-05 09:14:39.659585,SPLICE_004,100.84,30.68,1.64,1.4,0.06,NORMAL
2026-09-05 09:14:41.659585,SPLICE_002,108.64,59.32,8.24,1.36,0.51,WARNING
2026-09-05 09:14:43.659585,SPLICE_004,102.69,26.04,2.16,1.49,0.11,NORMAL
2026-09-05 09:14:45.659585,SPLICE_002,101.94,23.52,0.81,1.53,0.01,NORMAL
2026-09-05 09:14:47.659585,SPLICE_001,103.71,21.13,3.63,1.51,0.09,NORMAL
2026-09-05 09:14:49.659585,SPLICE_003,98.42,33.28,3.43,1.43,0.0,NORMAL
2026-09-05 09:14:51.659585,SPLICE_002,101.55,32.57,0.88,1.39,0.17,NORMAL
2026-09-05 09:14:53.659585,SPLICE_002,98.53,34.78,3.18,1.44,0.11,NORMAL
2026-09-05 09:14:55.659585,SPLICE_001,99.01,25.6,2.3,1.53,0.2,NORMAL
2026-09-05 09:14:57.659585,SPLICE_004,101.36,26.45,0.11,1.48,0.17,NORMAL
2026-09-05 09:14:59.659585,SPLICE_004,96.82,36.6,3.19,1.48,0.06,NORMAL
2026-09-05 09:15:01.659585,SPLICE_004,102.51,35.94,1.18,1.44,0.17,NORMAL
